	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (Selected)	Opportunity (Selected)	KC (ptype_selection)	Opportunity (ptype_selection)	Prediction
43928	83	Streak Agent(4)	M 8_5_times_3_7	1	JCommTable6.R1C0	1/1/1970 0:59	1/1/1970 0:59	1/1/1970 1:00	1/1/1970 1:00	incorrect	2	1	1	Single-KC	84	JCommTable6.R1C0	13	M  JCommTable6.R1C0	2	0.6947173539765719
43929	84	Streak Agent(4)	M 8_5_times_3_7	1	JCommTable6.R0C0	1/1/1970 0:59	1/1/1970 0:59	1/1/1970 0:59	1/1/1970 0:59	incorrect	1	1	0	Single-KC	85	JCommTable6.R0C0	13	M  JCommTable6.R0C0	2	0.5503550538240664
43930	85	Streak Agent(4)	M 8_5_times_3_7	1	done	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	86	done	13	M  done	2	0.748644992036258
43931	86	Streak Agent(4)	M 8_5_times_1_3	1	JCommTable6.R0C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	1	1	0	Single-KC	87	JCommTable6.R0C0	14	M  JCommTable6.R0C0	3	0.6352252126520889
43932	87	Streak Agent(4)	M 8_5_times_1_3	1	JCommTable6.R1C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	88	JCommTable6.R1C0	14	M  JCommTable6.R1C0	3	0.7297097638859275
43933	88	Streak Agent(4)	M 8_5_times_1_3	1	done	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	89	done	14	M  done	3	0.8667569364202177
43934	89	Streak Agent(4)	AS 9_1_plus_9_1	1	JCommTable8.R0C0	1/1/1970 1:00	1/1/1970 1:00		1/1/1970 1:00	incorrect	1	0	0	Single-KC	90	JCommTable8.R0C0	12	AS JCommTable8.R0C0	2	2.4068106595749377e-72
43935	90	Streak Agent(4)	AS 9_1_plus_9_1	1	JCommTable6.R1C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	1	1	0	Single-KC	91	JCommTable6.R1C0	15	AS JCommTable6.R1C0	3	0.7697886647973137
43936	91	Streak Agent(4)	AS 9_1_plus_9_1	1	JCommTable6.R0C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	incorrect	1	1	0	Single-KC	92	JCommTable6.R0C0	15	AS JCommTable6.R0C0	3	0.7939944255110748
43937	92	Streak Agent(4)	AS 9_1_plus_9_1	1	done	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	93	done	15	AS done	3	0.9419141219026205
43938	93	Streak Agent(4)	M 1_8_times_4_8	1	JCommTable6.R1C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	94	JCommTable6.R1C0	16	M  JCommTable6.R1C0	4	0.7620649516515428
43939	94	Streak Agent(4)	M 1_8_times_4_8	1	JCommTable6.R0C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	95	JCommTable6.R0C0	16	M  JCommTable6.R0C0	4	0.7124460221710944
43940	95	Streak Agent(4)	M 1_8_times_4_8	1	done	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	96	done	16	M  done	4	0.9342428854385777
43941	96	Streak Agent(4)	M 4_4_times_8_10	1	JCommTable6.R1C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	97	JCommTable6.R1C0	17	M  JCommTable6.R1C0	5	0.7916528966678611
43942	97	Streak Agent(4)	M 4_4_times_8_10	1	JCommTable6.R0C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	98	JCommTable6.R0C0	17	M  JCommTable6.R0C0	5	0.7790067683370543
43943	98	Streak Agent(4)	M 4_4_times_8_10	1	done	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	99	done	17	M  done	5	0.9687792423175161
43944	99	Streak Agent(4)	AS 5_3_plus_9_3	1	JCommTable6.R1C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	incorrect	1	1	0	Single-KC	100	JCommTable6.R1C0	18	AS JCommTable6.R1C0	4	0.7746274711765617
43945	100	Streak Agent(4)	AS 5_3_plus_9_3	1	JCommTable6.R0C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	101	JCommTable6.R0C0	18	AS JCommTable6.R0C0	4	0.8042470080452547
43946	101	Streak Agent(4)	AS 5_3_plus_9_3	1	done	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	102	done	18	AS done	4	0.98059822909852
43947	102	Streak Agent(4)	AS 1_2_plus_6_2	1	JCommTable6.R0C0	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	1/1/1970 1:00	correct	0	1	0	Single-KC	103	JCommTable6.R0C0	19	AS JCommTable6.R0C0	5	0.8141087969933763
43948	103	Streak Agent(4)	AS 1_2_plus_6_2	1	JCommTable6.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	incorrect	1	1	0	Single-KC	104	JCommTable6.R1C0	19	AS JCommTable6.R1C0	5	0.779393717957368
43949	104	Streak Agent(4)	AS 1_2_plus_6_2	1	done	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	105	done	19	AS done	5	0.9936919798965557
43950	105	Streak Agent(4)	AS 1_8_plus_9_8	1	JCommTable6.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	1	1	0	Single-KC	106	JCommTable6.R0C0	20	AS JCommTable6.R0C0	6	0.8235827434059084
43951	106	Streak Agent(4)	AS 1_8_plus_9_8	1	JCommTable6.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	107	JCommTable6.R1C0	20	AS JCommTable6.R1C0	6	0.784087262245478
43952	107	Streak Agent(4)	AS 1_8_plus_9_8	1	done	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	108	done	20	AS done	6	0.9979674152537127
43953	108	Streak Agent(4)	AS 2_1_plus_8_1	1	JCommTable6.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	109	JCommTable6.R1C0	21	AS JCommTable6.R1C0	7	0.788708019640536
43954	109	Streak Agent(4)	AS 2_1_plus_8_1	1	JCommTable6.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	110	JCommTable6.R0C0	21	AS JCommTable6.R0C0	7	0.8326730899838284
43955	110	Streak Agent(4)	AS 2_1_plus_8_1	1	done	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	111	done	21	AS done	7	0.9993469602561258
43956	111	Streak Agent(4)	M 1_5_times_9_9	1	JCommTable6.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	incorrect	1	1	0	Single-KC	112	JCommTable6.R1C0	22	M  JCommTable6.R1C0	6	0.8184380959357622
43957	112	Streak Agent(4)	M 1_5_times_9_9	1	JCommTable6.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	113	JCommTable6.R0C0	22	M  JCommTable6.R0C0	6	0.8337556609945738
43958	113	Streak Agent(4)	M 1_5_times_9_9	1	done	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	114	done	22	M  done	6	0.9854590473625537
43959	114	Streak Agent(4)	AS 2_9_plus_5_9	1	JCommTable6.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	115	JCommTable6.R0C0	23	AS JCommTable6.R0C0	8	0.841385243707887
43960	115	Streak Agent(4)	AS 2_9_plus_5_9	1	JCommTable8.R0C0	1/1/1970 1:01	1/1/1970 1:01		1/1/1970 1:01	incorrect	1	0	0	Single-KC	116	JCommTable8.R0C0	13	AS JCommTable8.R0C0	3	2.4068106595749377e-72
43961	116	Streak Agent(4)	AS 2_9_plus_5_9	1	JCommTable6.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	117	JCommTable6.R1C0	23	AS JCommTable6.R1C0	8	0.7932559625567929
43962	117	Streak Agent(4)	AS 2_9_plus_5_9	1	done	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	118	done	23	AS done	8	0.9997903845500772
43963	118	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable6.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:02	1/1/1970 1:02	incorrect	1	1	0	Single-KC	119	JCommTable6.R0C0	24	AD JCommTable6.R0C0	10	0.717276151169567
43964	119	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable6.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:02	1/1/1970 1:02	incorrect	1	1	0	Single-KC	120	JCommTable6.R1C0	24	AD JCommTable6.R1C0	10	0.6275328852609625
43965	120	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable8.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	121	JCommTable8.R0C0	14	AD JCommTable8.R0C0	10	0.8635369360119757
43966	121	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable4.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	1	1	0	Single-KC	122	JCommTable4.R1C0	10	AD JCommTable4.R1C0	10	0.9731768748051601
43967	122	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable5.R1C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	123	JCommTable5.R1C0	10	AD JCommTable5.R1C0	10	0.996475708153648
43968	123	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable4.R0C0	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	1/1/1970 1:01	correct	0	1	0	Single-KC	124	JCommTable4.R0C0	10	AD JCommTable4.R0C0	10	0.924689533374584
43969	124	Streak Agent(4)	AD 5_3_plus_4_2	1	JCommTable5.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	125	JCommTable5.R0C0	10	AD JCommTable5.R0C0	10	0.8687161814455605
43970	125	Streak Agent(4)	AD 5_3_plus_4_2	1	done	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	126	done	24	AD done	10	0.998384534402829
43971	126	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable6.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	incorrect	1	1	0	Single-KC	127	JCommTable6.R1C0	25	AD JCommTable6.R1C0	11	0.6373991766948629
43972	127	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable8.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	hint	0	1	1	Single-KC	128	JCommTable8.R0C0	15	AD JCommTable8.R0C0	11	0.8670070070624525
43973	128	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable4.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	129	JCommTable4.R1C0	11	AD JCommTable4.R1C0	11	0.9819712096889077
43974	129	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable4.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	130	JCommTable4.R0C0	11	AD JCommTable4.R0C0	11	0.9447704070730901
43975	130	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable5.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	131	JCommTable5.R1C0	11	AD JCommTable5.R1C0	11	0.9982749776808482
43976	131	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable5.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	132	JCommTable5.R0C0	11	AD JCommTable5.R0C0	11	0.899917377090721
43977	132	Streak Agent(4)	AD 2_1_plus_1_3	1	JCommTable6.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	133	JCommTable6.R0C0	25	AD JCommTable6.R0C0	11	0.7267057853871132
43978	133	Streak Agent(4)	AD 2_1_plus_1_3	1	done	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	134	done	25	AD done	11	0.9992029343942533
43979	134	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable8.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	135	JCommTable8.R0C0	16	AD JCommTable8.R0C0	12	0.8704020816685007
43980	135	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable4.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	136	JCommTable4.R1C0	12	AD JCommTable4.R1C0	12	0.9879179962603514
43981	136	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable5.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	137	JCommTable5.R1C0	12	AD JCommTable5.R1C0	12	0.999156437222842
43982	137	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable4.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	138	JCommTable4.R0C0	12	AD JCommTable4.R0C0	12	0.9597300742346213
43983	138	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable5.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	139	JCommTable5.R0C0	12	AD JCommTable5.R0C0	12	0.9243489847559097
43984	139	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable6.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	140	JCommTable6.R1C0	26	AD JCommTable6.R1C0	12	0.6471510705722403
43985	140	Streak Agent(4)	AD 7_4_plus_3_7	2	JCommTable6.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	141	JCommTable6.R0C0	26	AD JCommTable6.R0C0	12	0.7359366989210893
43986	141	Streak Agent(4)	AD 7_4_plus_3_7	2	done	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	142	done	26	AD done	12	0.999606893603482
43987	142	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable8.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	143	JCommTable8.R0C0	17	AD JCommTable8.R0C0	13	0.8737231093066113
43988	143	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable4.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	144	JCommTable4.R1C0	13	AD JCommTable4.R1C0	13	0.9919193800565501
43989	144	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable5.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	145	JCommTable5.R1C0	13	AD JCommTable5.R1C0	13	0.9995876707045241
43990	145	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable4.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	146	JCommTable4.R0C0	13	AD JCommTable4.R0C0	13	0.9707631113351841
43991	146	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable5.R0C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	147	JCommTable5.R0C0	13	AD JCommTable5.R0C0	13	0.9431929681770225
43992	147	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable6.R1C0	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	1/1/1970 1:02	correct	0	1	0	Single-KC	148	JCommTable6.R1C0	27	AD JCommTable6.R1C0	13	0.6567819179016624
43993	148	Streak Agent(4)	AD 6_10_plus_1_10	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	149	JCommTable6.R0C0	27	AD JCommTable6.R0C0	13	0.7449652455388859
43994	149	Streak Agent(4)	AD 6_10_plus_1_10	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	150	done	27	AD done	13	0.9998061627779574
43995	150	Streak Agent(4)	M 3_10_times_5_10	1	JCommTable8.R0C0	1/1/1970 1:03	1/1/1970 1:03		1/1/1970 1:03	incorrect	1	0	0	Single-KC	151	JCommTable8.R0C0	18	M  JCommTable8.R0C0	2	7.683766428669535e-66
43996	151	Streak Agent(4)	M 3_10_times_5_10	1	JCommTable6.R1C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	152	JCommTable6.R1C0	28	M  JCommTable6.R1C0	7	0.8424650205046695
43997	152	Streak Agent(4)	M 3_10_times_5_10	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	incorrect	1	1	0	Single-KC	153	JCommTable6.R0C0	28	M  JCommTable6.R0C0	7	0.877081227746195
43998	153	Streak Agent(4)	M 3_10_times_5_10	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	154	done	28	M  done	7	0.9932893325879537
43999	154	Streak Agent(4)	M 6_1_times_1_2	1	JCommTable6.R1C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	155	JCommTable6.R1C0	29	M  JCommTable6.R1C0	8	0.8638413213855329
44000	155	Streak Agent(4)	M 6_1_times_1_2	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	156	JCommTable6.R0C0	29	M  JCommTable6.R0C0	8	0.9103299226794306
44001	156	Streak Agent(4)	M 6_1_times_1_2	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	157	done	29	M  done	8	0.9969162137458882
44002	157	Streak Agent(4)	M 3_2_times_7_4	1	JCommTable6.R1C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	158	JCommTable6.R1C0	30	M  JCommTable6.R1C0	9	0.8827208120089808
44003	158	Streak Agent(4)	M 3_2_times_7_4	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	159	JCommTable6.R0C0	30	M  JCommTable6.R0C0	9	0.9352490241836043
44004	159	Streak Agent(4)	M 3_2_times_7_4	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	160	done	30	M  done	9	0.9985856834960302
44005	160	Streak Agent(4)	AS 10_3_plus_2_3	1	JCommTable6.R1C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	161	JCommTable6.R1C0	31	AS JCommTable6.R1C0	9	0.7977311184954112
44006	161	Streak Agent(4)	AS 10_3_plus_2_3	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	162	JCommTable6.R0C0	31	AS JCommTable6.R0C0	9	0.8497256491631028
44007	162	Streak Agent(4)	AS 10_3_plus_2_3	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	163	done	31	AS done	9	0.9999327370148227
44008	163	Streak Agent(4)	M 6_9_times_9_7	1	JCommTable6.R1C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	164	JCommTable6.R1C0	32	M  JCommTable6.R1C0	10	0.8992877095716576
44009	164	Streak Agent(4)	M 6_9_times_9_7	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	165	JCommTable6.R0C0	32	M  JCommTable6.R0C0	10	0.9535961645905827
44010	165	Streak Agent(4)	M 6_9_times_9_7	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	166	done	32	M  done	10	0.9993519397280698
44011	166	Streak Agent(4)	M 6_10_times_6_4	1	JCommTable6.R0C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	167	JCommTable6.R0C0	33	M  JCommTable6.R0C0	11	0.9669284868978311
44012	167	Streak Agent(4)	M 6_10_times_6_4	1	JCommTable6.R1C0	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	hint	0	1	1	Single-KC	168	JCommTable6.R1C0	33	M  JCommTable6.R1C0	11	0.9137430437173419
44013	168	Streak Agent(4)	M 6_10_times_6_4	1	done	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	1/1/1970 1:03	correct	0	1	0	Single-KC	169	done	33	M  done	11	0.9997031728143123
44014	169	Streak Agent(4)	M 5_1_times_8_7	1	JCommTable6.R1C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	170	JCommTable6.R1C0	34	M  JCommTable6.R1C0	12	0.926293640884638
44015	170	Streak Agent(4)	M 5_1_times_8_7	1	JCommTable6.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	171	JCommTable6.R0C0	34	M  JCommTable6.R0C0	12	0.9765245881005208
44016	171	Streak Agent(4)	M 5_1_times_8_7	1	done	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	172	done	34	M  done	12	0.9998640719044533
44017	172	Streak Agent(4)	M 10_8_times_1_3	1	JCommTable6.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	173	JCommTable6.R0C0	35	M  JCommTable6.R0C0	13	0.9833841120963043
44018	173	Streak Agent(4)	M 10_8_times_1_3	1	JCommTable6.R1C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	174	JCommTable6.R1C0	35	M  JCommTable6.R1C0	13	0.9371437157441465
44019	174	Streak Agent(4)	M 10_8_times_1_3	1	done	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	175	done	35	M  done	13	0.9999377589511914
44020	175	Streak Agent(4)	M 2_8_times_7_3	1	JCommTable6.R1C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	176	JCommTable6.R1C0	36	M  JCommTable6.R1C0	14	0.9464888552123444
44021	176	Streak Agent(4)	M 2_8_times_7_3	1	JCommTable6.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	177	JCommTable6.R0C0	36	M  JCommTable6.R0C0	14	0.988263370553563
44022	177	Streak Agent(4)	M 2_8_times_7_3	1	done	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	178	done	36	M  done	14	0.9999715011574488
44023	178	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable8.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	179	JCommTable8.R0C0	19	AD JCommTable8.R0C0	14	0.8769710626687314
44024	179	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable4.R1C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	180	JCommTable4.R1C0	14	AD JCommTable4.R1C0	14	0.9946028036126852
44025	180	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable4.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	181	JCommTable4.R0C0	14	AD JCommTable4.R0C0	14	0.9788399953210094
44026	181	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable5.R1C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	182	JCommTable5.R1C0	14	AD JCommTable5.R1C0	14	0.9997984999463495
44027	182	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable6.R1C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	incorrect	1	1	0	Single-KC	183	JCommTable6.R1C0	37	AD JCommTable6.R1C0	14	0.6662854489000395
44028	183	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable5.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	184	JCommTable5.R0C0	14	AD JCommTable5.R0C0	14	0.9575586042255881
44029	184	Streak Agent(4)	AD 5_4_plus_2_5	1	JCommTable6.R0C0	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	1/1/1970 1:04	correct	0	1	0	Single-KC	185	JCommTable6.R0C0	37	AD JCommTable6.R0C0	14	0.7537883736724036
