	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	Prediction
4249	75	BKT Controller_random(8)	AS 3_9_plus_9_9	1	JCommTable6.R1C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	hint	0	1	1	AS JCommTable6.R1C0	2	JCommTable6.R1C0	12	Single-KC	76	0.6107882550346384
4250	76	BKT Controller_random(8)	AS 3_9_plus_9_9	1	JCommTable6.R0C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	AS JCommTable6.R0C0	2	JCommTable6.R0C0	12	Single-KC	77	0.6137331659863566
4251	77	BKT Controller_random(8)	AS 3_9_plus_9_9	1	done	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	AS done	2	done	12	Single-KC	78	0.8539370002625283
4252	78	BKT Controller_random(8)	AS 2_3_plus_10_3	1	JCommTable6.R1C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	1	1	0	AS JCommTable6.R1C0	3	JCommTable6.R1C0	13	Single-KC	79	0.6181629887869521
4253	79	BKT Controller_random(8)	AS 2_3_plus_10_3	1	JCommTable6.R0C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	AS JCommTable6.R0C0	3	JCommTable6.R0C0	13	Single-KC	80	0.6302005241669463
4254	80	BKT Controller_random(8)	AS 2_3_plus_10_3	1	done	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	AS done	3	done	13	Single-KC	81	0.9442239692543402
4255	81	BKT Controller_random(8)	M 7_5_times_9_7	1	JCommTable6.R0C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	incorrect	1	1	0	M  JCommTable6.R0C0	4	JCommTable6.R0C0	14	Single-KC	82	0.5439735963931972
4256	82	BKT Controller_random(8)	M 7_5_times_9_7	1	JCommTable6.R1C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	1	1	0	M  JCommTable6.R1C0	4	JCommTable6.R1C0	14	Single-KC	83	0.6210473923464829
4257	83	BKT Controller_random(8)	M 7_5_times_9_7	1	done	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	M  done	4	done	14	Single-KC	84	0.929088148394742
4258	84	BKT Controller_random(8)	M 5_10_times_2_9	1	JCommTable6.R0C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	M  JCommTable6.R0C0	5	JCommTable6.R0C0	15	Single-KC	85	0.6324534650663279
4259	85	BKT Controller_random(8)	M 5_10_times_2_9	1	JCommTable6.R1C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	M  JCommTable6.R1C0	5	JCommTable6.R1C0	15	Single-KC	86	0.6670332316942067
4260	86	BKT Controller_random(8)	M 5_10_times_2_9	1	done	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	M  done	5	done	15	Single-KC	87	0.9677161826964259
4261	87	BKT Controller_random(8)	M 9_7_times_1_4	1	JCommTable6.R0C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	1	1	0	M  JCommTable6.R0C0	6	JCommTable6.R0C0	16	Single-KC	88	0.7128289416968351
4262	88	BKT Controller_random(8)	M 9_7_times_1_4	1	JCommTable6.R1C0	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	M  JCommTable6.R1C0	6	JCommTable6.R1C0	16	Single-KC	89	0.7100440737144242
4263	89	BKT Controller_random(8)	M 9_7_times_1_4	1	done	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	1/1/1970 0:52	correct	0	1	0	M  done	6	done	16	Single-KC	90	0.9856277497173207
4264	90	BKT Controller_random(8)	AS 9_8_plus_3_8	1	JCommTable6.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AS JCommTable6.R1C0	4	JCommTable6.R1C0	17	Single-KC	91	0.6254836684948788
4265	91	BKT Controller_random(8)	AS 9_8_plus_3_8	1	JCommTable6.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AS JCommTable6.R0C0	4	JCommTable6.R0C0	17	Single-KC	92	0.6463703548689693
4266	92	BKT Controller_random(8)	AS 9_8_plus_3_8	1	done	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AS done	4	done	17	Single-KC	93	0.9800078122545297
4267	93	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable8.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable8.R0C0	8	JCommTable8.R0C0	10	Single-KC	94	0.8381887099606081
4268	94	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable6.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	incorrect	1	1	0	AD JCommTable6.R0C0	8	JCommTable6.R0C0	18	Single-KC	95	0.5700098787596612
4269	95	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable4.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	1	1	0	AD JCommTable4.R1C0	8	JCommTable4.R1C0	10	Single-KC	96	0.9274408415797921
4270	96	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable5.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable5.R1C0	8	JCommTable5.R1C0	8	Single-KC	97	0.9743714488208187
4271	97	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable4.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable4.R0C0	8	JCommTable4.R0C0	10	Single-KC	98	0.8350418326802378
4272	98	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable6.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	incorrect	1	1	0	AD JCommTable6.R1C0	8	JCommTable6.R1C0	18	Single-KC	99	0.4991075408859779
4273	99	BKT Controller_random(8)	AD 1_4_plus_6_9	1	JCommTable5.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable5.R0C0	8	JCommTable5.R0C0	9	Single-KC	100	0.7635411560521184
4274	100	BKT Controller_random(8)	AD 1_4_plus_6_9	1	done	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD done	8	done	18	Single-KC	101	0.9823436332291118
4275	101	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable8.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable8.R0C0	9	JCommTable8.R0C0	11	Single-KC	102	0.8407782534674395
4276	102	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable4.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable4.R1C0	9	JCommTable4.R1C0	11	Single-KC	103	0.9526704973765023
4277	103	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable5.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable5.R1C0	9	JCommTable5.R1C0	9	Single-KC	104	0.9876452636345192
4278	104	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable4.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable4.R0C0	9	JCommTable4.R0C0	11	Single-KC	105	0.8818640521956516
4279	105	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable5.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	1	1	0	AD JCommTable5.R0C0	9	JCommTable5.R0C0	10	Single-KC	106	0.8264404743455536
4280	106	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable6.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable6.R0C0	9	JCommTable6.R0C0	19	Single-KC	107	0.5814383188846174
4281	107	BKT Controller_random(8)	AD 3_1_plus_7_10	1	JCommTable6.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD JCommTable6.R1C0	9	JCommTable6.R1C0	19	Single-KC	108	0.5087465062638357
4282	108	BKT Controller_random(8)	AD 3_1_plus_7_10	1	done	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	AD done	9	done	19	Single-KC	109	0.9925627528647755
4283	109	BKT Controller_random(8)	M 6_3_times_1_5	1	JCommTable6.R0C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	M  JCommTable6.R0C0	7	JCommTable6.R0C0	20	Single-KC	110	0.7816947706616608
4284	110	BKT Controller_random(8)	M 6_3_times_1_5	1	JCommTable6.R1C0	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	M  JCommTable6.R1C0	7	JCommTable6.R1C0	20	Single-KC	111	0.749584787077458
4285	111	BKT Controller_random(8)	M 6_3_times_1_5	1	done	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	1/1/1970 0:53	correct	0	1	0	M  done	7	done	20	Single-KC	112	0.9936667362754076
4286	112	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable8.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD JCommTable8.R0C0	10	JCommTable8.R0C0	12	Single-KC	113	0.8433341011415528
4287	113	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	incorrect	1	1	0	AD JCommTable6.R1C0	10	JCommTable6.R1C0	21	Single-KC	114	0.5183789729572167
4288	114	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable4.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD JCommTable4.R1C0	10	JCommTable4.R1C0	12	Single-KC	115	0.9694167968555657
4289	115	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable5.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD JCommTable5.R1C0	10	JCommTable5.R1C0	10	Single-KC	116	0.9940858899995816
4290	116	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable4.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD JCommTable4.R0C0	10	JCommTable4.R0C0	12	Single-KC	117	0.9167215363299837
4291	117	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable5.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD JCommTable5.R0C0	10	JCommTable5.R0C0	11	Single-KC	118	0.8753399261983296
4292	118	BKT Controller_random(8)	AD 10_6_plus_4_8	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD JCommTable6.R0C0	10	JCommTable6.R0C0	21	Single-KC	119	0.592780010807451
4293	119	BKT Controller_random(8)	AD 10_6_plus_4_8	1	done	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AD done	10	done	21	Single-KC	120	0.9968860181529489
4294	120	BKT Controller_random(8)	AS 5_5_plus_7_5	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS JCommTable6.R1C0	5	JCommTable6.R1C0	22	Single-KC	121	0.6327473789664143
4295	121	BKT Controller_random(8)	AS 5_5_plus_7_5	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS JCommTable6.R0C0	5	JCommTable6.R0C0	22	Single-KC	122	0.6622121189535346
4296	122	BKT Controller_random(8)	AS 5_5_plus_7_5	1	done	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	AS done	5	done	22	Single-KC	123	0.9930041570679086
4297	123	BKT Controller_random(8)	M 3_2_times_7_4	1	JCommTable6.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	M  JCommTable6.R1C0	8	JCommTable6.R1C0	23	Single-KC	124	0.7853633667122163
4298	124	BKT Controller_random(8)	M 3_2_times_7_4	1	JCommTable6.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	M  JCommTable6.R0C0	8	JCommTable6.R0C0	23	Single-KC	125	0.8378037464840862
4299	125	BKT Controller_random(8)	M 3_2_times_7_4	1	done	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	correct	0	1	0	M  done	8	done	23	Single-KC	126	0.9972218634723525
4300	0	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable8.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	hint	1	1	1	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	Single-KC	1	0.809310877319821
4301	1	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable4.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	hint	1	1	1	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	Single-KC	2	0.3328144715679889
4302	2	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable4.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	hint	1	1	1	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	Single-KC	3	0.23833234067698683
4303	3	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable5.R1C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	hint	1	1	1	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	Single-KC	4	0.16395992200314638
4304	4	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable5.R0C0	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:54	1/1/1970 0:55	hint	1	1	1	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	Single-KC	5	0.16638620374480634
4305	5	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	hint	1	1	1	AD JCommTable6.R1C0	1	JCommTable6.R1C0	1	Single-KC	6	0.41623792048602115
4306	6	BKT Controller_random(9)	AD 9_7_plus_5_2	1	JCommTable6.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	hint	1	1	1	AD JCommTable6.R0C0	1	JCommTable6.R0C0	1	Single-KC	7	0.4724321507974951
4307	7	BKT Controller_random(9)	AD 9_7_plus_5_2	1	done	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	hint	0	1	1	AD done	1	done	1	Single-KC	8	0.10242931150413562
4308	8	BKT Controller_random(9)	AD 5_4_plus_2_5	1	done	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:56	1/1/1970 0:56	incorrect	1	1	1	AD done	2	done	2	Single-KC	9	0.21491080848334698
4309	9	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	1	1	1	AD JCommTable6.R1C0	2	JCommTable6.R1C0	2	Single-KC	10	0.4256364338484556
4310	10	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable4.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	2	1	1	AD JCommTable4.R1C0	2	JCommTable4.R1C0	2	Single-KC	11	0.43994765090028837
4311	11	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable4.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	2	1	1	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	Single-KC	12	0.3157371002173247
4312	12	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable8.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	correct	0	1	0	AD JCommTable8.R0C0	2	JCommTable8.R0C0	2	Single-KC	13	0.8122590532944282
4313	13	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable5.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	3	1	1	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	Single-KC	14	0.22740117216314137
4314	14	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable5.R1C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	1	1	1	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	Single-KC	15	0.2919657371495756
4315	15	BKT Controller_random(9)	AD 5_4_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	1/1/1970 0:55	incorrect	2	1	1	AD JCommTable6.R0C0	2	JCommTable6.R0C0	2	Single-KC	16	0.48410681359609414
4316	16	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable8.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable8.R0C0	3	JCommTable8.R0C0	3	Single-KC	17	0.8151720581584001
4317	17	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	2	1	0	AD JCommTable6.R1C0	3	JCommTable6.R1C0	3	Single-KC	18	0.435088994405531
4318	18	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable4.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	2	1	1	AD JCommTable4.R1C0	3	JCommTable4.R1C0	3	Single-KC	19	0.5529838166072808
4319	19	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable4.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	2	1	1	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3	Single-KC	20	0.40491662031399
4320	20	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable5.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	Single-KC	21	0.46439597977096003
4321	21	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	1	1	0	AD JCommTable6.R0C0	3	JCommTable6.R0C0	3	Single-KC	22	0.4957988493805866
4322	22	BKT Controller_random(9)	AD 3_4_plus_2_6	1	JCommTable5.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	Single-KC	23	0.3026670167373175
4323	23	BKT Controller_random(9)	AD 3_4_plus_2_6	1	done	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	incorrect	1	1	0	AD done	3	done	3	Single-KC	24	0.3963661250328233
4324	24	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable8.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable8.R0C0	4	JCommTable8.R0C0	4	Single-KC	25	0.8180499892569442
4325	25	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable4.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	1	1	0	AD JCommTable4.R1C0	4	JCommTable4.R1C0	4	Single-KC	26	0.6607957576045014
4326	26	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable5.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4	Single-KC	27	0.6457800632118371
4327	27	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable4.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	1	1	0	AD JCommTable4.R0C0	4	JCommTable4.R0C0	4	Single-KC	28	0.5008478929835907
4328	28	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable5.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4	Single-KC	29	0.3902609695237487
4329	29	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable6.R1C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable6.R1C0	4	JCommTable6.R1C0	4	Single-KC	30	0.44458898602909575
4330	30	BKT Controller_random(9)	AD 1_9_plus_1_8	1	JCommTable6.R0C0	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	1/1/1970 0:56	correct	0	1	0	AD JCommTable6.R0C0	4	JCommTable6.R0C0	4	Single-KC	31	0.5074954817985863
4331	31	BKT Controller_random(9)	AD 1_9_plus_1_8	1	done	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD done	4	done	4	Single-KC	32	0.6116647259527966
4332	32	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable8.R0C0	5	JCommTable8.R0C0	5	Single-KC	33	0.8208929544016884
4333	33	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	incorrect	2	1	0	AD JCommTable4.R0C0	5	JCommTable4.R0C0	5	Single-KC	34	0.596716782089796
4334	34	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable4.R1C0	5	JCommTable4.R1C0	5	Single-KC	35	0.7541650457309079
4335	35	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	1	1	0	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	Single-KC	36	0.7931042247146384
4336	36	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	incorrect	1	1	0	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	Single-KC	37	0.485553779389641
4337	37	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable6.R1C0	5	JCommTable6.R1C0	5	Single-KC	38	0.4541296552193477
4338	38	BKT Controller_random(9)	AD 2_1_plus_1_3	1	done	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	incorrect	1	1	0	AD done	5	done	5	Single-KC	39	0.7907181959605613
4339	39	BKT Controller_random(9)	AD 2_1_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable6.R0C0	5	JCommTable6.R0C0	5	Single-KC	40	0.5191839143975279
4340	40	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable8.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable8.R0C0	6	JCommTable8.R0C0	6	Single-KC	41	0.8237010715561649
4341	41	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable4.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable4.R1C0	6	JCommTable4.R1C0	6	Single-KC	42	0.8285036555197478
4342	42	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable5.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	Single-KC	43	0.8896271223566572
4343	43	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable4.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable4.R0C0	6	JCommTable4.R0C0	6	Single-KC	44	0.6857265453197282
4344	44	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable5.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	Single-KC	45	0.581908628653573
4345	45	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable6.R1C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable6.R1C0	6	JCommTable6.R1C0	6	Single-KC	46	0.46370412983658843
4346	46	BKT Controller_random(9)	AD 9_2_plus_10_10	1	JCommTable6.R0C0	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD JCommTable6.R0C0	6	JCommTable6.R0C0	6	Single-KC	47	0.5308513865727746
4347	47	BKT Controller_random(9)	AD 9_2_plus_10_10	1	done	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	1/1/1970 0:57	correct	0	1	0	AD done	6	done	6	Single-KC	48	0.9006264577390184
