Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Field-num5-merged)	Opportunity (Field-num5-merged)	KC (Single-KC)	Opportunity (Single-KC)	KC (Field)	Opportunity (Field)	KC (Unique-step)	Opportunity (Unique-step)	KC (Literal-Field)	Opportunity (Literal-Field)
218	Stu_26825c31ff5c37f3b5f151e563083161	M 6_7_times_1_6	1	done	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M done	17	Single-KC	219	M  done	17	KC895	1	done	41
219	Stu_26825c31ff5c37f3b5f151e563083161	M 6_7_times_1_6	1	check_convert	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M check_convert	17	Single-KC	220	AD JCommTable8.R0C0	41	KC634	1	check_convert	41
220	Stu_26825c31ff5c37f3b5f151e563083161	M 7_8_times_1_4	1	num5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M num5	18	Single-KC	221	M  JCommTable6.R0C0	18	KC919	1	num5	42
221	Stu_26825c31ff5c37f3b5f151e563083161	M 7_8_times_1_4	1	den5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	hint	0	1	3	M den5	18	Single-KC	222	M  JCommTable6.R1C0	18	KC976	1	den5	42
222	Stu_26825c31ff5c37f3b5f151e563083161	M 7_8_times_1_4	1	done	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M done	18	Single-KC	223	M  done	18	KC566	1	done	42
223	Stu_26825c31ff5c37f3b5f151e563083161	M 7_8_times_1_4	1	check_convert	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M check_convert	18	Single-KC	224	AD JCommTable8.R0C0	42	KC709	1	check_convert	42
224	Stu_26825c31ff5c37f3b5f151e563083161	M 7_10_times_2_5	1	num5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M num5	19	Single-KC	225	M  JCommTable6.R0C0	19	KC76	1	num5	43
225	Stu_26825c31ff5c37f3b5f151e563083161	M 7_10_times_2_5	1	den5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M den5	19	Single-KC	226	M  JCommTable6.R1C0	19	KC365	1	den5	43
226	Stu_26825c31ff5c37f3b5f151e563083161	M 7_10_times_2_5	1	done	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M done	19	Single-KC	227	M  done	19	KC889	1	done	43
227	Stu_26825c31ff5c37f3b5f151e563083161	M 7_10_times_2_5	1	check_convert	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M check_convert	19	Single-KC	228	AD JCommTable8.R0C0	43	KC180	1	check_convert	43
228	Stu_26825c31ff5c37f3b5f151e563083161	M 11_9_times_2_3	1	num5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M num5	20	Single-KC	229	M  JCommTable6.R0C0	20	KC406	1	num5	44
229	Stu_26825c31ff5c37f3b5f151e563083161	M 11_9_times_2_3	1	den5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	hint	0	1	3	M den5	20	Single-KC	230	M  JCommTable6.R1C0	20	KC542	1	den5	44
230	Stu_26825c31ff5c37f3b5f151e563083161	M 11_9_times_2_3	1	done	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M done	20	Single-KC	231	M  done	20	KC210	1	done	44
231	Stu_26825c31ff5c37f3b5f151e563083161	M 11_9_times_2_3	1	check_convert	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M check_convert	20	Single-KC	232	AD JCommTable8.R0C0	44	KC234	1	check_convert	44
232	Stu_26825c31ff5c37f3b5f151e563083161	M 2_3_times_1_2	1	num5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M num5	21	Single-KC	233	M  JCommTable6.R0C0	21	KC104	1	num5	45
233	Stu_26825c31ff5c37f3b5f151e563083161	M 2_3_times_1_2	1	den5	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M den5	21	Single-KC	234	M  JCommTable6.R1C0	21	KC246	1	den5	45
234	Stu_26825c31ff5c37f3b5f151e563083161	M 2_3_times_1_2	1	done	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M done	21	Single-KC	235	M  done	21	KC229	1	done	45
235	Stu_26825c31ff5c37f3b5f151e563083161	M 2_3_times_1_2	1	check_convert	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	4/28/2015 12:08	correct	0	1	0	M check_convert	21	Single-KC	236	AD JCommTable8.R0C0	45	KC780	1	check_convert	45
236	Stu_26825c31ff5c37f3b5f151e563083161	M 1_6_times_1_3	1	num5	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M num5	22	Single-KC	237	M  JCommTable6.R0C0	22	KC550	1	num5	46
237	Stu_26825c31ff5c37f3b5f151e563083161	M 1_6_times_1_3	1	den5	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M den5	22	Single-KC	238	M  JCommTable6.R1C0	22	KC484	1	den5	46
238	Stu_26825c31ff5c37f3b5f151e563083161	M 1_6_times_1_3	1	done	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M done	22	Single-KC	239	M  done	22	KC767	1	done	46
239	Stu_26825c31ff5c37f3b5f151e563083161	M 1_6_times_1_3	1	check_convert	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M check_convert	22	Single-KC	240	AD JCommTable8.R0C0	46	KC676	1	check_convert	46
240	Stu_26825c31ff5c37f3b5f151e563083161	M 3_2_times_1_3	1	num5	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M num5	23	Single-KC	241	M  JCommTable6.R0C0	23	KC154	1	num5	47
241	Stu_26825c31ff5c37f3b5f151e563083161	M 3_2_times_1_3	1	den5	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M den5	23	Single-KC	242	M  JCommTable6.R1C0	23	KC612	1	den5	47
242	Stu_26825c31ff5c37f3b5f151e563083161	M 3_2_times_1_3	1	done	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M done	23	Single-KC	243	M  done	23	KC168	1	done	47
243	Stu_26825c31ff5c37f3b5f151e563083161	M 3_2_times_1_3	1	check_convert	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M check_convert	23	Single-KC	244	AD JCommTable8.R0C0	47	KC419	1	check_convert	47
244	Stu_26825c31ff5c37f3b5f151e563083161	M 4_9_times_1_3	1	num5	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M num5	24	Single-KC	245	M  JCommTable6.R0C0	24	KC972	1	num5	48
245	Stu_26825c31ff5c37f3b5f151e563083161	M 4_9_times_1_3	1	den5	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	hint	0	1	3	M den5	24	Single-KC	246	M  JCommTable6.R1C0	24	KC232	1	den5	48
246	Stu_26825c31ff5c37f3b5f151e563083161	M 4_9_times_1_3	1	done	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M done	24	Single-KC	247	M  done	24	KC571	1	done	48
247	Stu_26825c31ff5c37f3b5f151e563083161	M 4_9_times_1_3	1	check_convert	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	4/28/2015 12:09	correct	0	1	0	M check_convert	24	Single-KC	248	AD JCommTable8.R0C0	48	KC416	1	check_convert	48
0	Stu_26bdbe95265a986497459bbc936a2d94	AS 1_7_plus_3_7	1	den5	4/28/2015 8:27	4/28/2015 8:27	4/28/2015 8:27	4/28/2015 8:27	correct	0	1	0	AS den5	1	Single-KC	1	AS JCommTable6.R1C0	1	KC72	1	den5	1
1	Stu_26bdbe95265a986497459bbc936a2d94	AS 1_7_plus_3_7	1	num5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	num5	1	Single-KC	2	AS JCommTable6.R0C0	1	KC784	1	num5	1
2	Stu_26bdbe95265a986497459bbc936a2d94	AS 1_7_plus_3_7	1	done	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS done	1	Single-KC	3	AS done	1	KC739	1	done	1
3	Stu_26bdbe95265a986497459bbc936a2d94	AS 1_7_plus_3_7	1	check_convert	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS check_convert	1	Single-KC	4	AD JCommTable8.R0C0	1	KC880	1	check_convert	1
4	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_3_plus_4_3	1	den5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS den5	2	Single-KC	5	AS JCommTable6.R1C0	2	KC720	1	den5	2
5	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_3_plus_4_3	1	num5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	num5	2	Single-KC	6	AS JCommTable6.R0C0	2	KC840	1	num5	2
6	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_3_plus_4_3	1	done	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS done	2	Single-KC	7	AS done	2	KC578	1	done	2
7	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_3_plus_4_3	1	check_convert	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS check_convert	2	Single-KC	8	AD JCommTable8.R0C0	2	KC121	1	check_convert	2
8	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_5_plus_4_5	1	den5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS den5	3	Single-KC	9	AS JCommTable6.R1C0	3	KC74	1	den5	3
9	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_5_plus_4_5	1	num5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	num5	3	Single-KC	10	AS JCommTable6.R0C0	3	KC613	1	num5	3
10	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_5_plus_4_5	1	done	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS done	3	Single-KC	11	AS done	3	KC260	1	done	3
11	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_5_plus_4_5	1	check_convert	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS check_convert	3	Single-KC	12	AD JCommTable8.R0C0	3	KC491	1	check_convert	3
12	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_6_plus_3_6	1	den5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS den5	4	Single-KC	13	AS JCommTable6.R1C0	4	KC86	1	den5	4
13	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_6_plus_3_6	1	num5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	num5	4	Single-KC	14	AS JCommTable6.R0C0	4	KC493	1	num5	4
14	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_6_plus_3_6	1	done	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS done	4	Single-KC	15	AS done	4	KC816	1	done	4
15	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_6_plus_3_6	1	check_convert	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS check_convert	4	Single-KC	16	AD JCommTable8.R0C0	4	KC693	1	check_convert	4
16	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_9_plus_3_9	1	num5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:29	4/28/2015 8:29	incorrect	1	1	0	num5	5	Single-KC	17	AS JCommTable6.R0C0	5	KC616	1	num5	5
17	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_9_plus_3_9	1	den5	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	4/28/2015 8:28	correct	0	1	0	AS den5	5	Single-KC	18	AS JCommTable6.R1C0	5	KC124	1	den5	5
18	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_9_plus_3_9	1	done	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS done	5	Single-KC	19	AS done	5	KC560	1	done	5
19	Stu_26bdbe95265a986497459bbc936a2d94	AS 2_9_plus_3_9	1	check_convert	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS check_convert	5	Single-KC	20	AD JCommTable8.R0C0	5	KC836	1	check_convert	5
20	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_8_plus_7_8	1	den5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS den5	6	Single-KC	21	AS JCommTable6.R1C0	6	KC418	1	den5	6
21	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_8_plus_7_8	1	num5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	num5	6	Single-KC	22	AS JCommTable6.R0C0	6	KC824	1	num5	6
22	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_8_plus_7_8	1	done	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS done	6	Single-KC	23	AS done	6	KC8	1	done	6
23	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_8_plus_7_8	1	check_convert	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS check_convert	6	Single-KC	24	AD JCommTable8.R0C0	6	KC846	1	check_convert	6
24	Stu_26bdbe95265a986497459bbc936a2d94	AS 5_4_plus_3_4	1	den5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS den5	7	Single-KC	25	AS JCommTable6.R1C0	7	KC680	1	den5	7
25	Stu_26bdbe95265a986497459bbc936a2d94	AS 5_4_plus_3_4	1	num5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	num5	7	Single-KC	26	AS JCommTable6.R0C0	7	KC16	1	num5	7
26	Stu_26bdbe95265a986497459bbc936a2d94	AS 5_4_plus_3_4	1	done	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS done	7	Single-KC	27	AS done	7	KC820	1	done	7
27	Stu_26bdbe95265a986497459bbc936a2d94	AS 5_4_plus_3_4	1	check_convert	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS check_convert	7	Single-KC	28	AD JCommTable8.R0C0	7	KC619	1	check_convert	7
28	Stu_26bdbe95265a986497459bbc936a2d94	AS 7_9_plus_4_9	1	den5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS den5	8	Single-KC	29	AS JCommTable6.R1C0	8	KC472	1	den5	8
29	Stu_26bdbe95265a986497459bbc936a2d94	AS 7_9_plus_4_9	1	num5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	num5	8	Single-KC	30	AS JCommTable6.R0C0	8	KC284	1	num5	8
30	Stu_26bdbe95265a986497459bbc936a2d94	AS 7_9_plus_4_9	1	done	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS done	8	Single-KC	31	AS done	8	KC130	1	done	8
31	Stu_26bdbe95265a986497459bbc936a2d94	AS 7_9_plus_4_9	1	check_convert	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS check_convert	8	Single-KC	32	AD JCommTable8.R0C0	8	KC309	1	check_convert	8
32	Stu_26bdbe95265a986497459bbc936a2d94	AS 11_2_plus_3_2	1	den5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS den5	9	Single-KC	33	AS JCommTable6.R1C0	9	KC679	1	den5	9
33	Stu_26bdbe95265a986497459bbc936a2d94	AS 11_2_plus_3_2	1	num5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	num5	9	Single-KC	34	AS JCommTable6.R0C0	9	KC759	1	num5	9
34	Stu_26bdbe95265a986497459bbc936a2d94	AS 11_2_plus_3_2	1	done	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS done	9	Single-KC	35	AS done	9	KC177	1	done	9
35	Stu_26bdbe95265a986497459bbc936a2d94	AS 11_2_plus_3_2	1	check_convert	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS check_convert	9	Single-KC	36	AD JCommTable8.R0C0	9	KC29	1	check_convert	9
36	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_7_plus_4_7	1	den5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	AS den5	10	Single-KC	37	AS JCommTable6.R1C0	10	KC989	1	den5	10
37	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_7_plus_4_7	1	num5	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	4/28/2015 8:29	correct	0	1	0	num5	10	Single-KC	38	AS JCommTable6.R0C0	10	KC32	1	num5	10
38	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_7_plus_4_7	1	done	4/28/2015 8:30	4/28/2015 8:30	4/28/2015 8:30	4/28/2015 8:30	correct	0	1	0	AS done	10	Single-KC	39	AS done	10	KC957	1	done	10
39	Stu_26bdbe95265a986497459bbc936a2d94	AS 3_7_plus_4_7	1	check_convert	4/28/2015 8:30	4/28/2015 8:30	4/28/2015 8:30	4/28/2015 8:30	correct	0	1	0	AS check_convert	10	Single-KC	40	AD JCommTable8.R0C0	10	KC316	1	check_convert	10
40	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	check_convert	4/28/2015 8:30	4/28/2015 8:30	4/28/2015 8:30	4/28/2015 8:30	correct	0	1	0	AD check_convert	1	Single-KC	41	AD JCommTable8.R0C0	11	KC817	1	check_convert	11
41	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	num3	4/28/2015 8:31	4/28/2015 8:31	4/28/2015 8:32	4/28/2015 8:32	incorrect	2	1	0	AD num3	1	Single-KC	42	AD JCommTable4.R0C0	1	KC103	1	num3	1
42	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	den3	4/28/2015 8:31	4/28/2015 8:31	4/28/2015 8:31	4/28/2015 8:31	correct	0	1	0	AD den3	1	Single-KC	43	AD JCommTable4.R1C0	1	KC492	1	den3	1
43	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	num4	4/28/2015 8:31	4/28/2015 8:31	4/28/2015 8:32	4/28/2015 8:32	incorrect	2	1	0	AD num4	1	Single-KC	44	AD JCommTable5.R0C0	1	KC56	1	num4	1
44	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	den4	4/28/2015 8:31	4/28/2015 8:31	4/28/2015 8:31	4/28/2015 8:31	correct	0	1	0	AD den4	1	Single-KC	45	AD JCommTable5.R1C0	1	KC445	1	den4	1
45	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	num5	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	correct	0	1	0	num5	11	Single-KC	46	AD JCommTable6.R0C0	1	KC44	1	num5	11
46	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	den5	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	correct	0	1	0	AD den5	1	Single-KC	47	AD JCommTable6.R1C0	1	KC936	1	den5	11
47	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_2_plus_2_3	1	done	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	correct	0	1	0	AD done	1	Single-KC	48	AD done	1	KC725	1	done	11
48	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	check_convert	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	4/28/2015 8:32	correct	0	1	0	AD check_convert	2	Single-KC	49	AD JCommTable8.R0C0	12	KC424	1	check_convert	12
49	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	num5	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	incorrect	1	1	0	num5	12	Single-KC	50	AD JCommTable6.R0C0	2	KC593	1	num5	12
50	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	den3	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD den3	2	Single-KC	51	AD JCommTable4.R1C0	2	KC318	1	den3	2
51	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	num3	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD num3	2	Single-KC	52	AD JCommTable4.R0C0	2	KC282	1	num3	2
52	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	den4	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD den4	2	Single-KC	53	AD JCommTable5.R1C0	2	KC827	1	den4	2
53	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	num4	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD num4	2	Single-KC	54	AD JCommTable5.R0C0	2	KC142	1	num4	2
54	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	den5	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD den5	2	Single-KC	55	AD JCommTable6.R1C0	2	KC687	1	den5	12
55	Stu_26bdbe95265a986497459bbc936a2d94	AD 1_3_plus_3_2	1	done	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD done	2	Single-KC	56	AD done	2	KC766	1	done	12
56	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	check_convert	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	4/28/2015 8:33	correct	0	1	0	AD check_convert	3	Single-KC	57	AD JCommTable8.R0C0	13	KC500	1	check_convert	13
57	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	den3	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	AD den3	3	Single-KC	58	AD JCommTable4.R1C0	3	KC469	1	den3	3
58	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	num3	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	AD num3	3	Single-KC	59	AD JCommTable4.R0C0	3	KC162	1	num3	3
59	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	den4	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	AD den4	3	Single-KC	60	AD JCommTable5.R1C0	3	KC808	1	den4	3
60	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	num4	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	AD num4	3	Single-KC	61	AD JCommTable5.R0C0	3	KC312	1	num4	3
61	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	num5	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	num5	13	Single-KC	62	AD JCommTable6.R0C0	3	KC898	1	num5	13
62	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	den5	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	AD den5	3	Single-KC	63	AD JCommTable6.R1C0	3	KC214	1	den5	13
63	Stu_26bdbe95265a986497459bbc936a2d94	AD 3_7_plus_2_8	1	done	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	4/28/2015 8:37	correct	0	1	0	AD done	3	Single-KC	64	AD done	3	KC832	1	done	13
64	Stu_26bdbe95265a986497459bbc936a2d94	AD 4_5_plus_2_7	1	check_convert	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	correct	0	1	0	AD check_convert	4	Single-KC	65	AD JCommTable8.R0C0	14	KC321	1	check_convert	14
65	Stu_26bdbe95265a986497459bbc936a2d94	AD 4_5_plus_2_7	1	den3	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	correct	0	1	0	AD den3	4	Single-KC	66	AD JCommTable4.R1C0	4	KC487	1	den3	4
66	Stu_26bdbe95265a986497459bbc936a2d94	AD 4_5_plus_2_7	1	num3	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	correct	0	1	0	AD num3	4	Single-KC	67	AD JCommTable4.R0C0	4	KC146	1	num3	4
67	Stu_26bdbe95265a986497459bbc936a2d94	AD 4_5_plus_2_7	1	den4	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	correct	0	1	0	AD den4	4	Single-KC	68	AD JCommTable5.R1C0	4	KC885	1	den4	4
68	Stu_26bdbe95265a986497459bbc936a2d94	AD 4_5_plus_2_7	1	num4	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	correct	0	1	0	AD num4	4	Single-KC	69	AD JCommTable5.R0C0	4	KC791	1	num4	4
69	Stu_26bdbe95265a986497459bbc936a2d94	AD 4_5_plus_2_7	1	num5	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	4/28/2015 8:38	correct	0	1	0	num5	14	Single-KC	70	AD JCommTable6.R0C0	4	KC485	1	num5	14
