	Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)	KC (Selected)	Opportunity (Selected)	Prediction
580	9	BKT Controller(6)	M 5_3_times_9_8	1	done	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	9	M  done	3	done	3	0.5030117279737244
581	10	BKT Controller(6)	M 2_8_times_3_7	1	JCommTable6.R0C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	10	M  JCommTable6.R0C0	4	JCommTable6.R0C0	4	0.5199006328865284
582	11	BKT Controller(6)	M 2_8_times_3_7	1	JCommTable6.R1C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	11	M  JCommTable6.R1C0	4	JCommTable6.R1C0	4	0.5841750128604222
583	12	BKT Controller(6)	M 2_8_times_3_7	1	done	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	12	M  done	4	done	4	0.6295307647674443
584	13	BKT Controller(6)	M 1_6_times_1_3	1	JCommTable6.R0C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	13	M  JCommTable6.R0C0	5	JCommTable6.R0C0	5	0.574554965206619
585	14	BKT Controller(6)	M 1_6_times_1_3	1	JCommTable6.R1C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	14	M  JCommTable6.R1C0	5	JCommTable6.R1C0	5	0.651883664303484
586	15	BKT Controller(6)	M 1_6_times_1_3	1	done	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	correct	0	1	0	Single-KC	15	M  done	5	done	5	0.740460153387177
587	16	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:26	1/1/1970 0:26		1/1/1970 0:26	incorrect	1	0	0	Single-KC	16	AD JCommTable6.R0C0	1	JCommTable6.R0C0	6	0.04591978245806381
588	17	BKT Controller(6)	AD 5_3_plus_2_5	1	done	1/1/1970 0:26	1/1/1970 0:26		1/1/1970 0:26	incorrect	1	0	0	Single-KC	17	AD done	1	done	6	0.19200357497658546
589	18	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable8.R0C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	hint	0	1	1	Single-KC	18	AD JCommTable8.R0C0	1	JCommTable8.R0C0	1	0.11343520096341579
590	19	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable4.R1C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	hint	0	1	1	Single-KC	19	AD JCommTable4.R1C0	1	JCommTable4.R1C0	1	0.1617757641359087
591	20	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable4.R0C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:26	hint	0	1	1	Single-KC	20	AD JCommTable4.R0C0	1	JCommTable4.R0C0	1	0.07237653815072012
592	21	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable5.R1C0	1/1/1970 0:26	1/1/1970 0:26	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	21	AD JCommTable5.R1C0	1	JCommTable5.R1C0	1	0.20386815378461726
593	22	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable5.R0C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	22	AD JCommTable5.R0C0	1	JCommTable5.R0C0	1	0.22937651228977807
594	23	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable6.R1C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	23	AD JCommTable6.R1C0	1	JCommTable6.R1C0	6	0.06142296667605926
595	24	BKT Controller(6)	AD 5_3_plus_2_5	1	JCommTable6.R0C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	24	AD JCommTable6.R0C0	2	JCommTable6.R0C0	7	0.05995707126249806
596	25	BKT Controller(6)	AD 5_3_plus_2_5	1	done	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	25	AD done	2	done	7	0.5539673466453383
597	26	BKT Controller(6)	M 6_7_times_1_6	1	JCommTable8.R0C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	26	M  JCommTable8.R0C0	1	JCommTable8.R0C0	2	1.8946870587414916e-10
598	27	BKT Controller(6)	M 6_7_times_1_6	1	JCommTable6.R0C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	incorrect	1	1	0	Single-KC	27	M  JCommTable6.R0C0	6	JCommTable6.R0C0	8	0.6274459505525071
599	28	BKT Controller(6)	M 6_7_times_1_6	1	JCommTable6.R1C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	correct	0	1	0	Single-KC	28	M  JCommTable6.R1C0	6	JCommTable6.R1C0	7	0.7139655881414986
600	29	BKT Controller(6)	M 6_7_times_1_6	1	JCommTable4.R1C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	29	M  JCommTable4.R1C0	1	JCommTable4.R1C0	2	9.191572247586901e-09
601	30	BKT Controller(6)	M 6_7_times_1_6	1	done	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	correct	0	1	0	Single-KC	30	M  done	6	done	8	0.8272867750386623
602	31	BKT Controller(6)	M 2_3_times_1_2	1	JCommTable6.R0C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	correct	0	1	0	Single-KC	31	M  JCommTable6.R0C0	7	JCommTable6.R0C0	9	0.6774528887880532
603	32	BKT Controller(6)	M 2_3_times_1_2	1	JCommTable6.R1C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	correct	0	1	0	Single-KC	32	M  JCommTable6.R1C0	7	JCommTable6.R1C0	8	0.7689009739631406
604	33	BKT Controller(6)	M 2_3_times_1_2	1	done	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	correct	0	1	0	Single-KC	33	M  done	7	done	9	0.8894048309865128
605	34	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	34	AD JCommTable6.R0C0	3	JCommTable6.R0C0	10	0.07793491958998772
606	35	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R1C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	35	AD JCommTable6.R1C0	2	JCommTable6.R1C0	9	0.08088351124850546
607	36	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable8.R0C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	correct	0	1	0	Single-KC	36	AD JCommTable8.R0C0	2	JCommTable8.R0C0	3	0.3421724680725279
608	37	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	37	AD JCommTable6.R0C0	4	JCommTable6.R0C0	11	0.10072574111831023
609	38	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable4.R1C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	38	AD JCommTable4.R1C0	2	JCommTable4.R1C0	3	0.2744517541516155
610	39	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable5.R1C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	39	AD JCommTable5.R1C0	2	JCommTable5.R1C0	2	0.2782522342006933
611	40	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable5.R0C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	40	AD JCommTable5.R0C0	2	JCommTable5.R0C0	2	0.27903889864931986
612	41	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R1C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	41	AD JCommTable6.R1C0	3	JCommTable6.R1C0	10	0.10581459827964332
613	42	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:27	1/1/1970 0:27		1/1/1970 0:27	incorrect	1	0	0	Single-KC	42	AD JCommTable6.R0C0	5	JCommTable6.R0C0	12	0.1292471581259561
614	43	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable4.R0C0	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	1/1/1970 0:27	hint	0	1	1	Single-KC	43	AD JCommTable4.R0C0	2	JCommTable4.R0C0	2	0.16622370445750828
615	44	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable5.R1C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	hint	0	1	1	Single-KC	44	AD JCommTable5.R1C0	3	JCommTable5.R1C0	3	0.36725662410824833
616	45	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable5.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	45	AD JCommTable5.R0C0	3	JCommTable5.R0C0	3	0.33478252340272413
617	46	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	46	AD JCommTable6.R0C0	6	JCommTable6.R0C0	13	0.16436853347015648
618	47	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R1C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	hint	0	1	1	Single-KC	47	AD JCommTable6.R1C0	4	JCommTable6.R1C0	11	0.13728250372013862
619	48	BKT Controller(6)	AD 5_6_plus_5_7	1	done	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	48	AD done	3	done	10	0.8665127440258519
620	49	BKT Controller(6)	AD 5_6_plus_5_7	1	JCommTable6.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	hint	0	1	1	Single-KC	49	AD JCommTable6.R0C0	7	JCommTable6.R0C0	14	0.20676746621854333
621	50	BKT Controller(6)	AD 5_6_plus_5_7	1	done	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	50	AD done	4	done	11	0.9713693242111425
622	51	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable8.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	51	AD JCommTable8.R0C0	3	JCommTable8.R0C0	4	0.6789317067293049
623	52	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	52	AD JCommTable6.R1C0	5	JCommTable6.R1C0	12	0.17626386078259312
624	53	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable4.R1C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	53	AD JCommTable4.R1C0	3	JCommTable4.R1C0	4	0.4257457946790292
625	54	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	54	AD JCommTable5.R1C0	4	JCommTable5.R1C0	4	0.4663358927806172
626	55	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable4.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	55	AD JCommTable4.R0C0	3	JCommTable4.R0C0	3	0.33748602172386205
627	56	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	56	AD JCommTable5.R1C0	5	JCommTable5.R1C0	5	0.5681441134658722
628	57	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	57	AD JCommTable6.R1C0	6	JCommTable6.R1C0	13	0.22344712199798256
629	58	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable5.R1C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	incorrect	1	1	1	Single-KC	58	AD JCommTable5.R1C0	6	JCommTable5.R1C0	6	0.66450309302145
630	59	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable5.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	hint	0	1	1	Single-KC	59	AD JCommTable5.R0C0	4	JCommTable5.R0C0	4	0.39555238569206047
631	60	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable6.R1C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	hint	0	1	1	Single-KC	60	AD JCommTable6.R1C0	7	JCommTable6.R1C0	14	0.2789830321440396
632	61	BKT Controller(6)	AD 7_8_plus_1_3	1	JCommTable6.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	61	AD JCommTable6.R0C0	8	JCommTable6.R0C0	15	0.25674294596342784
633	62	BKT Controller(6)	AD 7_8_plus_1_3	1	done	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	62	AD done	5	done	12	0.9943922671402248
634	63	BKT Controller(6)	M 7_8_times_1_4	1	JCommTable6.R0C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	63	M  JCommTable6.R0C0	8	JCommTable6.R0C0	16	0.7237032987231572
635	64	BKT Controller(6)	M 7_8_times_1_4	1	done	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	64	M  done	8	done	13	0.9310437075829253
636	65	BKT Controller(6)	M 7_8_times_1_4	1	JCommTable5.R1C0	1/1/1970 0:28	1/1/1970 0:28		1/1/1970 0:28	incorrect	1	0	0	Single-KC	65	M  JCommTable5.R1C0	1	JCommTable5.R1C0	7	2.819670989727765e-09
637	66	BKT Controller(6)	M 7_8_times_1_4	1	JCommTable6.R1C0	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	66	M  JCommTable6.R1C0	8	JCommTable6.R1C0	15	0.8160045844481745
638	67	BKT Controller(6)	M 7_8_times_1_4	1	done	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	1/1/1970 0:28	correct	0	1	0	Single-KC	67	M  done	9	done	14	0.9577503315535033
639	68	BKT Controller(6)	M 1_6_times_1_3	2	JCommTable6.R0C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	68	M  JCommTable6.R0C0	9	JCommTable6.R0C0	17	0.7656162987620595
640	69	BKT Controller(6)	M 1_6_times_1_3	2	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	69	M  JCommTable6.R1C0	9	JCommTable6.R1C0	16	0.8553139505981328
641	70	BKT Controller(6)	M 1_6_times_1_3	2	done	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	70	M  done	10	done	15	0.9743979629145195
642	71	BKT Controller(6)	M 2_3_times_11_9	1	JCommTable6.R0C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	71	M  JCommTable6.R0C0	10	JCommTable6.R0C0	18	0.8029028562432146
643	72	BKT Controller(6)	M 2_3_times_11_9	1	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	72	M  JCommTable6.R1C0	10	JCommTable6.R1C0	17	0.887384161398918
644	73	BKT Controller(6)	M 2_3_times_11_9	1	done	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	73	M  done	11	done	16	0.9845914638353104
645	74	BKT Controller(6)	M 2_8_times_3_7	2	JCommTable6.R0C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	74	M  JCommTable6.R0C0	11	JCommTable6.R0C0	19	0.8355319701769581
646	75	BKT Controller(6)	M 2_8_times_3_7	2	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	75	M  JCommTable6.R1C0	11	JCommTable6.R1C0	18	0.9130683741562722
647	76	BKT Controller(6)	M 2_8_times_3_7	2	done	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	76	M  done	12	done	17	0.9907648686820506
648	77	BKT Controller(6)	M 2_8_times_3_7	2	JCommTable6.R0C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	77	M  JCommTable6.R0C0	12	JCommTable6.R0C0	20	0.8636765316648752
649	78	BKT Controller(6)	M 2_8_times_3_7	2	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	78	M  JCommTable6.R1C0	12	JCommTable6.R1C0	19	0.9333348753884945
650	79	BKT Controller(6)	M 2_8_times_3_7	2	done	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	79	M  done	13	done	18	0.9944787786653951
651	80	BKT Controller(6)	M 1_4_times_7_8	1	JCommTable6.R0C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	80	M  JCommTable6.R0C0	13	JCommTable6.R0C0	21	0.8876524619078033
652	81	BKT Controller(6)	M 1_4_times_7_8	1	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	81	M  JCommTable6.R1C0	13	JCommTable6.R1C0	20	0.9491397975832057
653	82	BKT Controller(6)	M 1_4_times_7_8	1	done	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	82	M  done	14	done	19	0.9967041074389414
654	83	BKT Controller(6)	AS 2_9_plus_3_9	1	JCommTable5.R1C0	1/1/1970 0:29	1/1/1970 0:29		1/1/1970 0:29	incorrect	1	0	0	Single-KC	83	AS JCommTable5.R1C0	1	JCommTable5.R1C0	8	1.9053058273026797e-08
655	84	BKT Controller(6)	AS 2_9_plus_3_9	1	JCommTable4.R1C0	1/1/1970 0:29	1/1/1970 0:29		1/1/1970 0:29	incorrect	1	0	0	Single-KC	84	AS JCommTable4.R1C0	1	JCommTable4.R1C0	5	4.903744402655422e-17
656	85	BKT Controller(6)	AS 2_9_plus_3_9	1	JCommTable8.R0C0	1/1/1970 0:29	1/1/1970 0:29		1/1/1970 0:29	incorrect	1	0	0	Single-KC	85	AS JCommTable8.R0C0	1	JCommTable8.R0C0	5	4.6069139306653165e-10
657	86	BKT Controller(6)	AS 2_9_plus_3_9	1	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	hint	0	1	1	Single-KC	86	AS JCommTable6.R1C0	1	JCommTable6.R1C0	21	0.13574483756055497
658	87	BKT Controller(6)	AS 2_9_plus_3_9	1	JCommTable6.R0C0	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	hint	0	1	1	Single-KC	87	AS JCommTable6.R0C0	1	JCommTable6.R0C0	22	0.11397164079814076
659	88	BKT Controller(6)	AS 2_9_plus_3_9	1	done	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	1/1/1970 0:29	correct	0	1	0	Single-KC	88	AS done	1	done	20	0.5917605277976657
660	89	BKT Controller(6)	M 5_3_times_2_5	1	JCommTable6.R1C0	1/1/1970 0:29	1/1/1970 0:29		1/1/1970 0:29	incorrect	1	0	0	Single-KC	89	M  JCommTable6.R1C0	14	JCommTable6.R1C0	22	0.9613528546866482
661	90	BKT Controller(6)	M 5_3_times_2_5	1	JCommTable6.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	incorrect	1	1	0	Single-KC	90	M  JCommTable6.R0C0	14	JCommTable6.R0C0	23	0.9078614711741917
662	91	BKT Controller(6)	M 5_3_times_2_5	1	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	91	M  JCommTable6.R1C0	15	JCommTable6.R1C0	23	0.9707236513547479
663	92	BKT Controller(6)	M 5_3_times_2_5	1	done	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	92	M  done	15	done	21	0.9980342901137852
664	93	BKT Controller(6)	M 1_7_times_5_6	1	JCommTable6.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	93	M  JCommTable6.R0C0	15	JCommTable6.R0C0	24	0.9247434921226306
665	94	BKT Controller(6)	M 1_7_times_5_6	1	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	94	M  JCommTable6.R1C0	16	JCommTable6.R1C0	24	0.9778745983420007
666	95	BKT Controller(6)	M 1_7_times_5_6	1	done	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	95	M  done	16	done	22	0.9988282581528952
667	96	BKT Controller(6)	M 3_7_times_5_9	2	JCommTable6.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	96	M  JCommTable6.R0C0	16	JCommTable6.R0C0	25	0.938741032889833
668	97	BKT Controller(6)	M 3_7_times_5_9	2	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	97	M  JCommTable6.R1C0	17	JCommTable6.R1C0	25	0.9833089110000593
669	98	BKT Controller(6)	M 3_7_times_5_9	2	done	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	98	M  done	17	done	23	0.9993017596652771
670	99	BKT Controller(6)	M 9_8_times_5_3	1	JCommTable6.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	99	M  JCommTable6.R0C0	17	JCommTable6.R0C0	26	0.9502750576056359
671	100	BKT Controller(6)	M 9_8_times_5_3	1	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	100	M  JCommTable6.R1C0	18	JCommTable6.R1C0	26	0.9874256426406045
672	101	BKT Controller(6)	M 9_8_times_5_3	1	done	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	101	M  done	18	done	24	0.9995839986531256
673	102	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable8.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	102	AD JCommTable8.R0C0	4	JCommTable8.R0C0	6	0.8957959136614304
674	103	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable5.R1C0	1/1/1970 0:30	1/1/1970 0:30		1/1/1970 0:30	incorrect	1	0	0	Single-KC	103	AD JCommTable5.R1C0	7	JCommTable5.R1C0	9	0.7488654394194141
675	104	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable4.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	104	AD JCommTable4.R1C0	4	JCommTable4.R1C0	6	0.5923509478179747
676	105	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable5.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	105	AD JCommTable5.R1C0	8	JCommTable5.R1C0	10	0.8178299807905325
677	106	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30		1/1/1970 0:30	incorrect	1	0	0	Single-KC	106	AD JCommTable6.R1C0	8	JCommTable6.R1C0	27	0.3422387406143513
678	107	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable5.R0C0	1/1/1970 0:30	1/1/1970 0:30		1/1/1970 0:30	incorrect	1	0	0	Single-KC	107	AD JCommTable5.R0C0	5	JCommTable5.R0C0	5	0.4597297487727383
679	108	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable4.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	108	AD JCommTable4.R0C0	4	JCommTable4.R0C0	4	0.5655199410215214
680	109	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30		1/1/1970 0:30	incorrect	1	0	0	Single-KC	109	AD JCommTable6.R1C0	9	JCommTable6.R1C0	28	0.41164837682685373
681	110	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable5.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	110	AD JCommTable5.R0C0	6	JCommTable5.R0C0	6	0.5252710593805958
682	111	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable6.R1C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	111	AD JCommTable6.R1C0	10	JCommTable6.R1C0	29	0.48476047118829685
683	112	BKT Controller(6)	AD 5_6_plus_5_7	2	JCommTable6.R0C0	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	1/1/1970 0:30	correct	0	1	0	Single-KC	112	AD JCommTable6.R0C0	9	JCommTable6.R0C0	27	0.3140157432676489
