Row	Anon Student Id	Problem Name	Problem View	Step Name	Step Start Time	First Transaction Time	Correct Transaction Time	Step End Time	First Attempt	Incorrects	Corrects	Hints	KC (Selected)	Opportunity (Selected)	KC (Single-KC)	Opportunity (Single-KC)	KC (ptype_selection)	Opportunity (ptype_selection)
1	BKT Controller(6)	AD 1_2_plus_2_3	1	1	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	1	AD JCommTable8.R0C0	1
2	BKT Controller(6)	AD 1_2_plus_2_3	1	3	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	2	AD JCommTable4.R1C0	1
3	BKT Controller(6)	AD 1_2_plus_2_3	1	7	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	3	AD JCommTable4.R0C0	1
4	BKT Controller(6)	AD 1_2_plus_2_3	1	9	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable5.R1C0	1	Single-KC	4	AD JCommTable5.R1C0	1
5	BKT Controller(6)	AD 1_2_plus_2_3	1	15	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable5.R0C0	1	Single-KC	5	AD JCommTable5.R0C0	1
6	BKT Controller(6)	AD 1_2_plus_2_3	1	17	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable6.R1C0	1	Single-KC	6	AD JCommTable6.R1C0	1
7	BKT Controller(6)	AD 1_2_plus_2_3	1	19	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	JCommTable6.R0C0	1	Single-KC	7	AD JCommTable6.R0C0	1
8	BKT Controller(6)	AD 1_2_plus_2_3	1	25	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	hint	0	1	1	done	1	Single-KC	8	AD done	1
9	BKT Controller(6)	AS 4_9_plus_1_9	1	1	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	1/1/1970 0:40	incorrect	2	1	1	JCommTable4.R1C0	2	Single-KC	9	AS JCommTable4.R1C0	1
10	BKT Controller(6)	AS 4_9_plus_1_9	1	3	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	1	1	1	JCommTable4.R0C0	2	Single-KC	10	AS JCommTable4.R0C0	1
11	BKT Controller(6)	AS 4_9_plus_1_9	1	11	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	hint	0	1	1	done	2	Single-KC	11	AS done	1
12	BKT Controller(6)	M 6_2_times_4_4	1	1	1/1/1970 0:41	1/1/1970 0:41		1/1/1970 0:41	incorrect	3	0	0	JCommTable6.R0C0	2	Single-KC	12	M  JCommTable6.R0C0	1
13	BKT Controller(6)	M 6_2_times_4_4	1	7	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	correct	0	1	0	JCommTable6.R1C0	2	Single-KC	13	M  JCommTable6.R1C0	1
14	BKT Controller(6)	M 6_2_times_4_4	1	9	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	hint	0	1	1	JCommTable6.R0C0	3	Single-KC	14	M  JCommTable6.R0C0	2
15	BKT Controller(6)	M 6_2_times_4_4	1	5	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	1	1	1	JCommTable4.R0C0	3	Single-KC	15	M  JCommTable4.R0C0	1
16	BKT Controller(6)	AD 8_4_plus_8_5	1	1	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	3	1	1	JCommTable6.R0C0	4	Single-KC	16	AD JCommTable6.R0C0	2
17	BKT Controller(6)	AD 8_4_plus_8_5	1	3	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	1	1	1	JCommTable4.R1C0	3	Single-KC	17	AD JCommTable4.R1C0	2
18	BKT Controller(6)	AD 8_4_plus_8_5	1	7	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	hint	0	1	1	JCommTable4.R0C0	4	Single-KC	18	AD JCommTable4.R0C0	2
19	BKT Controller(6)	AD 8_4_plus_8_5	1	9	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	1	1	1	JCommTable5.R1C0	2	Single-KC	19	AD JCommTable5.R1C0	2
20	BKT Controller(6)	AD 8_4_plus_8_5	1	15	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	1	1	1	JCommTable6.R0C0	5	Single-KC	20	AD JCommTable6.R0C0	3
21	BKT Controller(6)	AD 8_4_plus_8_5	1	17	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	1/1/1970 0:41	incorrect	1	1	1	JCommTable6.R1C0	3	Single-KC	21	AD JCommTable6.R1C0	2
22	BKT Controller(6)	AD 8_4_plus_8_5	1	19	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	incorrect	1	1	1	JCommTable6.R0C0	6	Single-KC	22	AD JCommTable6.R0C0	4
23	BKT Controller(6)	AD 8_4_plus_8_5	1	25	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	correct	0	1	0	done	3	Single-KC	23	AD done	2
24	BKT Controller(6)	M 10_7_times_3_3	1	1	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	incorrect	2	1	0	JCommTable4.R1C0	4	Single-KC	24	M  JCommTable4.R1C0	1
25	BKT Controller(6)	M 10_7_times_3_3	1	3	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	incorrect	3	1	1	done	4	Single-KC	25	M  done	1
26	BKT Controller(6)	M 10_7_times_3_3	1	5	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	correct	0	1	0	done	5	Single-KC	26	M  done	2
27	BKT Controller(6)	AS 4_2_plus_1_2	1	7	1/1/1970 0:42	1/1/1970 0:42		1/1/1970 0:42	incorrect	2	0	0	JCommTable6.R0C0	7	Single-KC	27	AS JCommTable6.R0C0	1
28	BKT Controller(6)	AS 4_2_plus_1_2	1	1	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	correct	0	1	0	JCommTable6.R1C0	4	Single-KC	28	AS JCommTable6.R1C0	1
29	BKT Controller(6)	AS 4_2_plus_1_2	1	3	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	incorrect	3	1	1	done	6	Single-KC	29	AS done	2
30	BKT Controller(6)	AS 4_2_plus_1_2	1	11	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	correct	0	1	0	done	7	Single-KC	30	AS done	3
31	BKT Controller(6)	M 1_7_times_5_1	1	1	1/1/1970 0:42	1/1/1970 0:42		1/1/1970 0:42	incorrect	2	0	0	JCommTable4.R1C0	5	Single-KC	31	M  JCommTable4.R1C0	2
32	BKT Controller(6)	M 1_7_times_5_1	1	7	1/1/1970 0:42	1/1/1970 0:42		1/1/1970 0:42	incorrect	1	0	0	JCommTable6.R1C0	5	Single-KC	32	M  JCommTable6.R1C0	2
33	BKT Controller(6)	M 1_7_times_5_1	1	1	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	1/1/1970 0:42	incorrect	2	1	1	JCommTable4.R0C0	5	Single-KC	33	M  JCommTable4.R0C0	2
34	BKT Controller(6)	M 1_7_times_5_1	1	3	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	1	1	1	JCommTable4.R1C0	6	Single-KC	34	M  JCommTable4.R1C0	3
35	BKT Controller(6)	M 1_7_times_5_1	1	5	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	correct	0	1	0	done	8	Single-KC	35	M  done	3
36	BKT Controller(6)	AS 4_10_plus_2_10	1	1	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	3	1	1	JCommTable6.R1C0	6	Single-KC	36	AS JCommTable6.R1C0	2
37	BKT Controller(6)	AS 4_10_plus_2_10	1	3	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	1	1	1	JCommTable6.R0C0	8	Single-KC	37	AS JCommTable6.R0C0	2
38	BKT Controller(6)	AS 4_10_plus_2_10	1	11	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	correct	0	1	0	done	9	Single-KC	38	AS done	4
39	BKT Controller(6)	AD 5_5_plus_1_6	1	1	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	4	1	0	JCommTable6.R0C0	9	Single-KC	39	AD JCommTable6.R0C0	5
40	BKT Controller(6)	AD 5_5_plus_1_6	1	3	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	3	1	1	JCommTable6.R1C0	7	Single-KC	40	AD JCommTable6.R1C0	3
41	BKT Controller(6)	AD 5_5_plus_1_6	1	7	1/1/1970 0:43	1/1/1970 0:43		1/1/1970 0:43	incorrect	1	0	0	JCommTable6.R0C0	10	Single-KC	41	AD JCommTable6.R0C0	6
42	BKT Controller(6)	AD 5_5_plus_1_6	1	11	1/1/1970 0:43	1/1/1970 0:43		1/1/1970 0:43	incorrect	1	0	0	JCommTable5.R1C0	3	Single-KC	42	AD JCommTable5.R1C0	3
43	BKT Controller(6)	AD 5_5_plus_1_6	1	7	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	1	1	1	JCommTable6.R1C0	8	Single-KC	43	AD JCommTable6.R1C0	4
44	BKT Controller(6)	AD 5_5_plus_1_6	1	9	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	1/1/1970 0:43	incorrect	1	1	1	JCommTable5.R0C0	2	Single-KC	44	AD JCommTable5.R0C0	2
45	BKT Controller(6)	AD 5_5_plus_1_6	1	15	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	incorrect	1	1	0	JCommTable6.R0C0	11	Single-KC	45	AD JCommTable6.R0C0	7
46	BKT Controller(6)	AD 5_5_plus_1_6	1	17	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	hint	0	1	1	JCommTable6.R1C0	9	Single-KC	46	AD JCommTable6.R1C0	5
47	BKT Controller(6)	AD 5_5_plus_1_6	1	19	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	incorrect	2	1	1	JCommTable6.R0C0	12	Single-KC	47	AD JCommTable6.R0C0	8
48	BKT Controller(6)	AD 5_5_plus_1_6	1	25	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	correct	0	1	0	done	10	Single-KC	48	AD done	3
49	BKT Controller(6)	M 4_4_times_2_7	1	7	1/1/1970 0:44	1/1/1970 0:44		1/1/1970 0:44	incorrect	1	0	1	JCommTable6.R1C0	10	Single-KC	49	M  JCommTable6.R1C0	3
50	BKT Controller(6)	M 4_4_times_2_7	1	1	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	correct	0	1	0	JCommTable6.R0C0	13	Single-KC	50	M  JCommTable6.R0C0	3
51	BKT Controller(6)	M 4_4_times_2_7	1	3	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	correct	0	1	0	JCommTable6.R1C0	11	Single-KC	51	M  JCommTable6.R1C0	4
52	BKT Controller(6)	M 4_4_times_2_7	1	5	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	correct	0	1	0	done	11	Single-KC	52	M  done	4
53	BKT Controller(6)	AD 3_2_plus_6_6	1	1	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	incorrect	3	1	1	JCommTable6.R0C0	14	Single-KC	53	AD JCommTable6.R0C0	9
54	BKT Controller(6)	AD 3_2_plus_6_6	1	3	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	hint	0	1	1	JCommTable4.R1C0	7	Single-KC	54	AD JCommTable4.R1C0	3
55	BKT Controller(6)	AD 3_2_plus_6_6	1	7	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	correct	0	1	0	JCommTable4.R0C0	6	Single-KC	55	AD JCommTable4.R0C0	3
56	BKT Controller(6)	AD 3_2_plus_6_6	1	9	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	incorrect	3	1	1	JCommTable5.R1C0	4	Single-KC	56	AD JCommTable5.R1C0	4
57	BKT Controller(6)	AD 3_2_plus_6_6	1	15	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	incorrect	1	1	0	JCommTable6.R0C0	15	Single-KC	57	AD JCommTable6.R0C0	10
58	BKT Controller(6)	AD 3_2_plus_6_6	1	17	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	hint	0	1	1	JCommTable6.R1C0	12	Single-KC	58	AD JCommTable6.R1C0	6
59	BKT Controller(6)	AD 3_2_plus_6_6	1	19	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	1/1/1970 0:44	correct	0	1	0	JCommTable6.R0C0	16	Single-KC	59	AD JCommTable6.R0C0	11
60	BKT Controller(6)	AD 3_2_plus_6_6	1	25	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	done	12	Single-KC	60	AD done	4
61	BKT Controller(6)	AS 5_3_plus_2_3	1	1	1/1/1970 0:45	1/1/1970 0:45		1/1/1970 0:45	incorrect	2	0	0	JCommTable4.R1C0	8	Single-KC	61	AS JCommTable4.R1C0	2
62	BKT Controller(6)	AS 5_3_plus_2_3	1	7	1/1/1970 0:45	1/1/1970 0:45		1/1/1970 0:45	incorrect	1	0	1	JCommTable6.R0C0	17	Single-KC	62	AS JCommTable6.R0C0	3
63	BKT Controller(6)	AS 5_3_plus_2_3	1	1	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	JCommTable6.R1C0	13	Single-KC	63	AS JCommTable6.R1C0	3
64	BKT Controller(6)	AS 5_3_plus_2_3	1	3	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	incorrect	2	1	1	JCommTable6.R0C0	18	Single-KC	64	AS JCommTable6.R0C0	4
65	BKT Controller(6)	AS 5_3_plus_2_3	1	11	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	done	13	Single-KC	65	AS done	5
66	BKT Controller(6)	M 1_7_times_5_1	2	1	1/1/1970 0:45	1/1/1970 0:45		1/1/1970 0:45	incorrect	2	0	0	JCommTable6.R0C0	19	Single-KC	66	M  JCommTable6.R0C0	4
67	BKT Controller(6)	M 1_7_times_5_1	2	7	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	JCommTable6.R1C0	14	Single-KC	67	M  JCommTable6.R1C0	5
68	BKT Controller(6)	M 1_7_times_5_1	2	9	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	incorrect	2	1	0	JCommTable6.R0C0	20	Single-KC	68	M  JCommTable6.R0C0	5
69	BKT Controller(6)	M 1_7_times_5_1	2	5	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	done	14	Single-KC	69	M  done	5
70	BKT Controller(6)	M 3_7_times_6_6	1	1	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	JCommTable6.R0C0	21	Single-KC	70	M  JCommTable6.R0C0	6
71	BKT Controller(6)	M 3_7_times_6_6	1	3	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	JCommTable6.R1C0	15	Single-KC	71	M  JCommTable6.R1C0	6
72	BKT Controller(6)	M 3_7_times_6_6	1	5	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	done	15	Single-KC	72	M  done	6
73	BKT Controller(6)	AS 4_2_plus_1_2	2	1	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	JCommTable6.R1C0	16	Single-KC	73	AS JCommTable6.R1C0	4
74	BKT Controller(6)	AS 4_2_plus_1_2	2	3	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	incorrect	2	1	0	JCommTable6.R0C0	22	Single-KC	74	AS JCommTable6.R0C0	5
75	BKT Controller(6)	AS 4_2_plus_1_2	2	11	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	1/1/1970 0:45	correct	0	1	0	done	16	Single-KC	75	AS done	6
1	BKT Controller(7)	M 1_1_times_1_8	1	1	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	hint	0	1	1	JCommTable6.R0C0	1	Single-KC	1	M  JCommTable6.R0C0	1
2	BKT Controller(7)	M 1_1_times_1_8	1	3	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	hint	0	1	1	JCommTable6.R1C0	1	Single-KC	2	M  JCommTable6.R1C0	1
3	BKT Controller(7)	M 1_1_times_1_8	1	5	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	hint	0	1	1	done	1	Single-KC	3	M  done	1
4	BKT Controller(7)	M 1_1_times_1_8	1	7	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	JCommTable6.R1C0	2	Single-KC	4	M  JCommTable6.R1C0	2
5	BKT Controller(7)	M 1_1_times_1_8	1	9	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	JCommTable6.R0C0	2	Single-KC	5	M  JCommTable6.R0C0	2
6	BKT Controller(7)	M 1_1_times_1_8	1	5	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	done	2	Single-KC	6	M  done	2
7	BKT Controller(7)	M 3_9_times_6_6	1	7	1/1/1970 0:46	1/1/1970 0:46		1/1/1970 0:46	incorrect	1	0	0	JCommTable6.R1C0	3	Single-KC	7	M  JCommTable6.R1C0	3
8	BKT Controller(7)	M 3_9_times_6_6	1	1	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	incorrect	1	1	1	done	3	Single-KC	8	M  done	3
9	BKT Controller(7)	M 3_9_times_6_6	1	3	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	hint	0	1	1	JCommTable6.R1C0	4	Single-KC	9	M  JCommTable6.R1C0	4
10	BKT Controller(7)	M 3_9_times_6_6	1	5	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	hint	0	1	1	done	4	Single-KC	10	M  done	4
11	BKT Controller(7)	AS 7_4_plus_1_4	1	1	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	JCommTable6.R1C0	5	Single-KC	11	AS JCommTable6.R1C0	1
12	BKT Controller(7)	AS 7_4_plus_1_4	1	3	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	incorrect	3	1	1	JCommTable6.R0C0	3	Single-KC	12	AS JCommTable6.R0C0	1
13	BKT Controller(7)	AS 7_4_plus_1_4	1	11	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	done	5	Single-KC	13	AS done	1
14	BKT Controller(7)	M 6_2_times_4_4	1	7	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	JCommTable6.R1C0	6	Single-KC	14	M  JCommTable6.R1C0	5
15	BKT Controller(7)	M 6_2_times_4_4	1	9	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	incorrect	1	1	0	JCommTable6.R0C0	4	Single-KC	15	M  JCommTable6.R0C0	3
16	BKT Controller(7)	M 6_2_times_4_4	1	5	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	1/1/1970 0:46	correct	0	1	0	done	6	Single-KC	16	M  done	5
17	BKT Controller(7)	M 1_1_times_1_8	2	7	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	incorrect	1	1	0	JCommTable6.R1C0	7	Single-KC	17	M  JCommTable6.R1C0	6
18	BKT Controller(7)	M 1_1_times_1_8	2	9	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	correct	0	1	0	JCommTable6.R0C0	5	Single-KC	18	M  JCommTable6.R0C0	4
19	BKT Controller(7)	M 1_1_times_1_8	2	5	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	correct	0	1	0	done	7	Single-KC	19	M  done	6
20	BKT Controller(7)	AD 9_6_plus_9_2	1	1	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	hint	0	1	1	JCommTable8.R0C0	1	Single-KC	20	AD JCommTable8.R0C0	1
21	BKT Controller(7)	AD 9_6_plus_9_2	1	3	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	hint	0	1	1	JCommTable4.R1C0	1	Single-KC	21	AD JCommTable4.R1C0	1
22	BKT Controller(7)	AD 9_6_plus_9_2	1	7	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	hint	0	1	1	JCommTable4.R0C0	1	Single-KC	22	AD JCommTable4.R0C0	1
23	BKT Controller(7)	AD 9_6_plus_9_2	1	9	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	incorrect	1	1	1	JCommTable6.R1C0	8	Single-KC	23	AD JCommTable6.R1C0	1
24	BKT Controller(7)	AD 9_6_plus_9_2	1	15	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	hint	0	1	1	JCommTable5.R0C0	1	Single-KC	24	AD JCommTable5.R0C0	1
25	BKT Controller(7)	AD 9_6_plus_9_2	1	21	1/1/1970 0:47	1/1/1970 0:47		1/1/1970 0:47	incorrect	1	0	1	JCommTable6.R0C0	6	Single-KC	25	AD JCommTable6.R0C0	1
26	BKT Controller(7)	AD 9_6_plus_9_2	1	17	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	correct	0	1	0	JCommTable6.R1C0	9	Single-KC	26	AD JCommTable6.R1C0	2
27	BKT Controller(7)	AD 9_6_plus_9_2	1	19	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	incorrect	1	1	1	JCommTable6.R0C0	7	Single-KC	27	AD JCommTable6.R0C0	2
28	BKT Controller(7)	AD 9_6_plus_9_2	1	25	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	correct	0	1	0	done	8	Single-KC	28	AD done	1
29	BKT Controller(7)	AS 9_5_plus_2_5	1	1	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	incorrect	5	1	1	JCommTable5.R1C0	1	Single-KC	29	AS JCommTable5.R1C0	1
30	BKT Controller(7)	AS 9_5_plus_2_5	1	3	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	incorrect	1	1	1	JCommTable4.R1C0	2	Single-KC	30	AS JCommTable4.R1C0	1
31	BKT Controller(7)	AS 9_5_plus_2_5	1	11	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	1/1/1970 0:47	correct	0	1	0	done	9	Single-KC	31	AS done	2
32	BKT Controller(7)	AS 10_8_plus_4_8	1	7	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	correct	0	1	0	JCommTable6.R0C0	8	Single-KC	32	AS JCommTable6.R0C0	2
33	BKT Controller(7)	AS 10_8_plus_4_8	1	9	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	incorrect	3	1	1	done	10	Single-KC	33	AS done	3
34	BKT Controller(7)	AS 10_8_plus_4_8	1	11	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	correct	0	1	0	done	11	Single-KC	34	AS done	4
35	BKT Controller(7)	AD 8_2_plus_10_2	1	1	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	incorrect	4	1	1	JCommTable6.R0C0	9	Single-KC	35	AD JCommTable6.R0C0	3
36	BKT Controller(7)	AD 8_2_plus_10_2	1	3	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	hint	0	1	1	JCommTable4.R1C0	3	Single-KC	36	AD JCommTable4.R1C0	2
37	BKT Controller(7)	AD 8_2_plus_10_2	1	7	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	correct	0	1	0	JCommTable4.R0C0	2	Single-KC	37	AD JCommTable4.R0C0	2
38	BKT Controller(7)	AD 8_2_plus_10_2	1	9	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	incorrect	2	1	1	JCommTable5.R0C0	2	Single-KC	38	AD JCommTable5.R0C0	2
39	BKT Controller(7)	AD 8_2_plus_10_2	1	15	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	incorrect	2	1	1	JCommTable6.R1C0	10	Single-KC	39	AD JCommTable6.R1C0	3
40	BKT Controller(7)	AD 8_2_plus_10_2	1	21	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	correct	0	1	0	JCommTable6.R0C0	10	Single-KC	40	AD JCommTable6.R0C0	4
41	BKT Controller(7)	AD 8_2_plus_10_2	1	23	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	hint	0	1	1	JCommTable6.R1C0	11	Single-KC	41	AD JCommTable6.R1C0	4
42	BKT Controller(7)	AD 8_2_plus_10_2	1	25	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:48	correct	0	1	0	done	12	Single-KC	42	AD done	2
43	BKT Controller(7)	AD 9_8_plus_6_7	1	1	1/1/1970 0:48	1/1/1970 0:48	1/1/1970 0:49	1/1/1970 0:49	incorrect	2	1	0	JCommTable4.R1C0	4	Single-KC	43	AD JCommTable4.R1C0	3
44	BKT Controller(7)	AD 9_8_plus_6_7	1	3	1/1/1970 0:49	1/1/1970 0:49	1/1/1970 0:49	1/1/1970 0:49	incorrect	1	1	1	JCommTable5.R1C0	2	Single-KC	44	AD JCommTable5.R1C0	1
45	BKT Controller(7)	AD 9_8_plus_6_7	1	11	1/1/1970 0:49	1/1/1970 0:49		1/1/1970 0:49	incorrect	1	0	0	JCommTable5.R1C0	3	Single-KC	45	AD JCommTable5.R1C0	2
